RangeDistance;RangeOrientation;CellState;Norte;Este;Sur;Oeste
0;0;False,False,False,False;-100;-100;-100;-100
0;0;True,False,False,False;0;-100;-100;-100
0;0;False,True,False,False;-100;0;-100;-100
0;0;True,True,False,False;-176,7746;-162,6443;-171,8643;-137,3431
0;0;False,False,True,False;-100;-100;0;-100
0;0;True,False,True,False;-170,2223;-158,5422;-110,9785;-114,4
0;0;False,True,True,False;-108;-127,1569;-101,2585;-108
0;0;True,True,True,False;-304,8161;-255,7602;-298,2573;-370,179
0;0;False,False,False,True;-100;-100;-100;0
0;0;True,False,False,True;-218,1922;-343,8414;-224,8697;-231,7922
0;0;False,True,False,True;-238,0912;-250,2593;-298,2336;-308,2728
0;0;True,True,False,True;-210,0456;-224,1201;-233,3153;-261,0434
0;0;False,False,True,True;-190,058;-321,8573;-223,4754;-271,9016
0;0;True,False,True,True;-223,3081;-180,6474;-169,3684;-230,1455
0;0;False,True,True,True;-212,6457;-238,3822;-229,6378;-252,8138
0;0;True,True,True,True;-247,8214;-259,6913;-231,0178;-265,4192
0;1;False,False,False,False;-100;-100;-100;-100
0;1;True,False,False,False;0;-100;-100;-100
0;1;False,True,False,False;-100;0;-100;-100
0;1;True,True,False,False;-61,03171;-38,2473;-118;-179,0808
0;1;False,False,True,False;-100;-100;0;-100
0;1;True,False,True,False;0;-100;0;-100
0;1;False,True,True,False;-100;0;0;-100
0;1;True,True,True,False;-273,0404;-172,6314;-299,2241;-385,4519
0;1;False,False,False,True;-100;-100;-100;0
0;1;True,False,False,True;-224,172;-255,5486;-190;-248,4464
0;1;False,True,False,True;-259,7988;-243,2617;-261,7218;-272,8747
0;1;True,True,False,True;-198,121;-224,9967;-206,9571;-244,6571
0;1;False,False,True,True;-211,553;-333,0804;-201,8629;-303,2941
0;1;True,False,True,True;-198,8416;-208,9455;-195,8983;-194,215
0;1;False,True,True,True;-229,0569;-229,5453;-184,6698;-252,9997
0;1;True,True,True,True;-208,2002;-192,8421;-150,1544;-206,9658
0;2;False,False,False,False;-100;-100;-100;-100
0;2;True,False,False,False;0;-100;-100;-100
0;2;False,True,False,False;-100;0;-100;-100
0;2;True,True,False,False;-252,2493;-230,7432;-318,3567;-312,0338
0;2;False,False,True,False;-100;-100;0;-100
0;2;True,False,True,False;-253,8683;-293,4789;-235,9181;-187,4667
0;2;False,True,True,False;-100;0;0;-100
0;2;True,True,True,False;-282,056;-190,1438;-273,602;-236,1886
0;2;False,False,False,True;-100;-100;-100;0
0;2;True,False,False,True;-272,6939;-323,5355;-283,2319;-290,5835
0;2;False,True,False,True;-348,5356;-254,7516;-306,8902;-276,1749
0;2;True,True,False,True;-234,2239;-225,4762;-260,3054;-262,773
0;2;False,False,True,True;-349,9585;-310,9403;-299,4208;-365,9266
0;2;True,False,True,True;-255,9649;-261,9636;-258,5728;-193,0899
0;2;False,True,True,True;-397,6267;-278,4977;-211,9328;-329,0466
0;2;True,True,True,True;-262,9706;-185,578;-194,3342;-213,9692
0;3;False,False,False,False;-100;-100;-100;-100
0;3;True,False,False,False;0;-100;-100;-100
0;3;False,True,False,False;-100;0;-100;-100
0;3;True,True,False,False;-236,3849;-287,6059;-191,0992;-229,1942
0;3;False,False,True,False;-100;-100;0;-100
0;3;True,False,True,False;-212,3454;-388,7845;-214,1609;-183,8153
0;3;False,True,True,False;-100;0;0;-100
0;3;True,True,True,False;-220,4297;-203,6127;-249,4536;-255,8819
0;3;False,False,False,True;-100;-100;-100;0
0;3;True,False,False,True;-333,7468;-339,514;-471,8166;-262,4653
0;3;False,True,False,True;-341,7661;-292,3389;-345,2972;-348,9004
0;3;True,True,False,True;-188,3364;-246,0561;-315,482;-277,8317
0;3;False,False,True,True;-354,4334;-335,6958;-325,5973;-324,4921
0;3;True,False,True,True;-271,4886;-433,3013;-266,3808;-230,429
0;3;False,True,True,True;-412,1129;-323,0917;-282,5174;-380,9165
0;3;True,True,True,True;-187,5553;-211,8497;-242,6044;-204,0235
0;4;False,False,False,False;-100;-100;-100;-100
0;4;True,False,False,False;0;-100;-100;-100
0;4;False,True,False,False;-100;0;-100;-100
0;4;True,True,False,False;-226,1146;-289,5539;-283,8576;-289,8053
0;4;False,False,True,False;-100;-100;0;-100
0;4;True,False,True,False;-204,5081;-242,961;-94,37099;-100
0;4;False,True,True,False;-189,7824;-255,2319;-220,6612;-189,728
0;4;True,True,True,False;-208,3098;-213,888;-213,3866;-247,32
0;4;False,False,False,True;-100;-100;-100;0
0;4;True,False,False,True;-345,6948;-429,9065;-314,5887;-310,4751
0;4;False,True,False,True;-414,7576;-292,2934;-361,6298;-342,2346
0;4;True,True,False,True;-188,2164;-313,7814;-406,0469;-358,6095
0;4;False,False,True,True;-469,3477;-423,6328;-350,4135;-271,6961
0;4;True,False,True,True;-311,4328;-436,3758;-229,3291;-195,1785
0;4;False,True,True,True;-262,5687;-279,5601;-213,5351;-348,4049
0;4;True,True,True,True;-202,988;-203,1186;-220,8307;-161,8272
0;5;False,False,False,False;-100;-100;-100;-100
0;5;True,False,False,False;0;-100;-100;-100
0;5;False,True,False,False;-100;0;-100;-100
0;5;True,True,False,False;-232,6553;-255,6671;-268,5938;-383,5259
0;5;False,False,True,False;-100;-100;0;-100
0;5;True,False,True,False;-233,0364;-285,2215;-245,3537;-186,0418
0;5;False,True,True,False;-189,7824;-225,1087;-249,9385;-188,3787
0;5;True,True,True,False;-246,9185;-214,5461;-228,4217;-275,6733
0;5;False,False,False,True;-100;-100;-100;0
0;5;True,False,False,True;-314,5654;-332,7097;-272,826;-340,4977
0;5;False,True,False,True;-378,2559;-221,8385;-396,4065;-273,3575
0;5;True,True,False,True;-228,6004;-284,5193;-376,6208;-298,9643
0;5;False,False,True,True;-363,4792;-308,3333;-282,4059;-265,5377
0;5;True,False,True,True;-341,6101;-379,893;-267,2305;-212,6472
0;5;False,True,True,True;-331,7076;-231,1741;-189,4017;-290,5073
0;5;True,True,True,True;-220,6912;-217,2267;-191,8463;-199,201
0;6;False,False,False,False;-100;-100;-100;-100
0;6;True,False,False,False;0;-100;-100;-100
0;6;False,True,False,False;-100;0;-100;-100
0;6;True,True,False,False;-284,5092;-205,8131;-241,9;-462,645
0;6;False,False,True,False;-100;-100;0;-100
0;6;True,False,True,False;-199,1017;-224,9179;-212,271;-177,9204
0;6;False,True,True,False;-189,1699;-195,8191;-300,3606;-188,9624
0;6;True,True,True,False;-338,2394;-210,7677;-329,5945;-368,9538
0;6;False,False,False,True;-100;-100;-100;0
0;6;True,False,False,True;-196,7632;-297,4631;-239,7287;-257,5078
0;6;False,True,False,True;-174,1692;-180,1076;-192,1;-219,3525
0;6;True,True,False,True;-211,242;-239,384;-317,7458;-276,6172
0;6;False,False,True,True;-277,9005;-288,5276;-245,2428;-271,0697
0;6;True,False,True,True;-226,1962;-298,3378;-239,0727;-202,7428
0;6;False,True,True,True;-251,9503;-202,1074;-240,255;-236,0865
0;6;True,True,True,True;-215,3998;-211,211;-254,4711;-197,9092
0;7;False,False,False,False;-100;-100;-100;-100
0;7;True,False,False,False;0;-100;-100;-100
0;7;False,True,False,False;-100;0;-100;-100
0;7;True,True,False,False;-163,1604;-136,2166;-195,5278;-164,2149
0;7;False,False,True,False;-100;-100;0;-100
0;7;True,False,True,False;0;-100;0;-100
0;7;False,True,True,False;-100;0;0;-100
0;7;True,True,True,False;-259,0013;-208,1247;-251,1943;-310,04
0;7;False,False,False,True;-100;-100;-100;0
0;7;True,False,False,True;-139,6936;-182,492;-160,5088;-142,2144
0;7;False,True,False,True;-232,1702;-142,9782;-286,4002;-216,9779
0;7;True,True,False,True;-189,1232;-189,9515;-227,698;-208,7067
0;7;False,False,True,True;-211,0891;-313,5501;-223,9641;-209,4282
0;7;True,False,True,True;-231,2659;-251,1359;-210,0106;-206,1933
0;7;False,True,True,True;-201,5756;-194,3525;-209,7222;-213,9824
0;7;True,True,True,True;-215,7217;-209,3796;-222,276;-208,942
1;0;False,False,False,False;-100;-100;-100;-100
1;0;True,False,False,False;0;-100;-100;-100
1;0;False,True,False,False;-100;0;-100;-100
1;0;True,True,False,False;-258,0563;-168,5177;-171,1256;-274,1592
1;0;False,False,True,False;-100;-100;0;-100
