RangeDistance;RangeOrientation;CellState;Norte;Este;Sur;Oeste
0;0;False,False,False,False;-100;-100;-100;-100
0;0;True,False,False,False;0;-100;-100;-100
0;0;False,True,False,False;-100;0;-100;-100
0;0;True,True,False,False;-264,6454;-222,5864;-245,9709;-291,9701
0;0;False,False,True,False;-100;-100;0;-100
0;0;True,False,True,False;-207,4457;-240,2666;-110,9785;-114,4
0;0;False,True,True,False;-108;-160,9124;-141,7616;-108
0;0;True,True,True,False;-290,9724;-225,3518;-292,1725;-363,121
0;0;False,False,False,True;-100;-100;-100;0
0;0;True,False,False,True;-218,6031;-361,3909;-242,0334;-241,9326
0;0;False,True,False,True;-275,658;-262,0816;-347,5071;-277,6029
0;0;True,True,False,True;-240,859;-251,729;-283,0295;-272,0042
0;0;False,False,True,True;-198,6554;-380,4433;-221,9814;-284,5779
0;0;True,False,True,True;-253,5469;-272,8205;-262,5398;-269,5821
0;0;False,True,True,True;-257,9873;-260,9671;-244,3084;-318,8045
0;0;True,True,True,True;-259,4155;-244,525;-223,0652;-283,2782
0;1;False,False,False,False;-100;-100;-100;-100
0;1;True,False,False,False;0;-100;-100;-100
0;1;False,True,False,False;-100;0;-100;-100
0;1;True,True,False,False;-61,03171;-38,2473;-132,4;-246,4734
0;1;False,False,True,False;-100;-100;0;-100
0;1;True,False,True,False;0;-100;0;-100
0;1;False,True,True,False;-100;0;0;-100
0;1;True,True,True,False;-276,2777;-205,9625;-270,7627;-317,3588
0;1;False,False,False,True;-100;-100;-100;0
0;1;True,False,False,True;-221,4959;-266,915;-190;-253,6033
0;1;False,True,False,True;-283,9196;-252,8054;-331,9181;-293,6908
0;1;True,True,False,True;-232,5853;-218,7691;-190,1025;-243,2659
0;1;False,False,True,True;-230,1013;-394,8678;-212,5485;-318,0047
0;1;True,False,True,True;-238,7449;-194,6316;-229,1803;-222,9896
0;1;False,True,True,True;-244,5199;-246,3775;-208,4139;-324,7357
0;1;True,True,True,True;-219,3797;-239,0671;-190,9;-247,7332
0;2;False,False,False,False;-100;-100;-100;-100
0;2;True,False,False,False;0;-100;-100;-100
0;2;False,True,False,False;-100;0;-100;-100
0;2;True,True,False,False;-268,4951;-224,6433;-283,8585;-407,5334
0;2;False,False,True,False;-100;-100;0;-100
0;2;True,False,True,False;-308,8552;-320,4041;-260,822;-189,8259
0;2;False,True,True,False;-100;0;0;-100
0;2;True,True,True,False;-314,756;-219,908;-302,4218;-310,912
0;2;False,False,False,True;-100;-100;-100;0
0;2;True,False,False,True;-289,7348;-312,1965;-273,6306;-279,7583
0;2;False,True,False,True;-363,7451;-321,7429;-365,5952;-357,3313
0;2;True,True,False,True;-244,3741;-224,0024;-236,4449;-276,804
0;2;False,False,True,True;-396,6231;-407,6292;-329,4979;-472,8841
0;2;True,False,True,True;-311,0961;-297,7916;-311,2954;-209,9035
0;2;False,True,True,True;-412,7267;-313,9865;-218,2863;-311,5642
0;2;True,True,True,True;-266,5706;-209,8201;-235,1446;-225,5106
0;3;False,False,False,False;-100;-100;-100;-100
0;3;True,False,False,False;0;-100;-100;-100
0;3;False,True,False,False;-100;0;-100;-100
0;3;True,True,False,False;-248,3353;-284,0194;-226,3797;-242,9283
0;3;False,False,True,False;-100;-100;0;-100
0;3;True,False,True,False;-240,3326;-406,2254;-236,7861;-189,728
0;3;False,True,True,False;-100;0;0;-100
0;3;True,True,True,False;-255,1498;-220,8882;-265,7654;-250,8238
0;3;False,False,False,True;-100;-100;-100;0
0;3;True,False,False,True;-392,4706;-437,3893;-497,3906;-302,9079
0;3;False,True,False,True;-409,2418;-377,4633;-398,3676;-399,3538
0;3;True,True,False,True;-228,8324;-288,7483;-322,9782;-308,9285
0;3;False,False,True,True;-435,7717;-449,4507;-393,6801;-404,7214
0;3;True,False,True,True;-312,5687;-440,8091;-293,3444;-221,0793
0;3;False,True,True,True;-446,3684;-331,3617;-331,6786;-366,6203
0;3;True,True,True,True;-220,5721;-228,3988;-240,3736;-204,9426
0;4;False,False,False,False;-100;-100;-100;-100
0;4;True,False,False,False;0;-100;-100;-100
0;4;False,True,False,False;-100;0;-100;-100
0;4;True,True,False,False;-264,4117;-313,9185;-237,5606;-517,2416
0;4;False,False,True,False;-100;-100;0;-100
0;4;True,False,True,False;-226,3148;-348,9624;-173,455;-171,1256
0;4;False,True,True,False;-189,9987;-291,9258;-224,6434;-189,9961
0;4;True,True,True,False;-273,5084;-274,4098;-258,6366;-282,0483
0;4;False,False,False,True;-100;-100;-100;0
0;4;True,False,False,True;-430,9952;-515,8194;-419,4732;-433,9906
0;4;False,True,False,True;-411,6748;-275,7177;-396,4587;-312,597
0;4;True,True,False,True;-257,7989;-365,9581;-352,9531;-409,7362
0;4;False,False,True,True;-367,8147;-474,1418;-398,1692;-344,4597
0;4;True,False,True,True;-418,9631;-474,9381;-333,7331;-238,3472
0;4;False,True,True,True;-449,3042;-298,4103;-233,312;-305,3862
0;4;True,True,True,True;-287,4449;-262,6463;-238,9594;-214,0346
0;5;False,False,False,False;-100;-100;-100;-100
0;5;True,False,False,False;0;-100;-100;-100
0;5;False,True,False,False;-100;0;-100;-100
0;5;True,True,False,False;-296,2424;-312,7865;-330,9282;-568,2055
0;5;False,False,True,False;-100;-100;0;-100
0;5;True,False,True,False;-224,4567;-300,6912;-249,461;-189,728
0;5;False,True,True,False;-189,9708;-264,458;-276,277;-189,9287
0;5;True,True,True,False;-325,7498;-244,7347;-298,2694;-383,5767
0;5;False,False,False,True;-100;-100;-100;0
0;5;True,False,False,True;-460,8835;-475,4999;-361,6756;-487,4706
0;5;False,True,False,True;-512,759;-273,2376;-489,2235;-332,8024
0;5;True,True,False,True;-246,4432;-335,702;-423,44;-400,898
0;5;False,False,True,True;-400,7921;-439,2029;-384,0757;-289,8641
0;5;True,False,True,True;-360,5319;-510,0736;-318,1288;-256,1446
0;5;False,True,True,True;-333,051;-266,3484;-255,2065;-296,2914
0;5;True,True,True,True;-285,7155;-257,6046;-248,4379;-249,2031
0;6;False,False,False,False;-100;-100;-100;-100
0;6;True,False,False,False;0;-100;-100;-100
0;6;False,True,False,False;-100;0;-100;-100
0;6;True,True,False,False;-342,8793;-298,7813;-305,6017;-462,8976
0;6;False,False,True,False;-100;-100;0;-100
0;6;True,False,True,False;-297,0076;-280,0432;-257,2139;-188,703
0;6;False,True,True,False;-189,9813;-236,4767;-329,5822;-189,9287
0;6;True,True,True,False;-316,407;-241,7112;-340,8632;-428,0428
0;6;False,False,False,True;-100;-100;-100;0
0;6;True,False,False,True;-233,0058;-380,8005;-290,733;-291,6997
0;6;False,True,False,True;-234,5488;-191,5875;-368,8921;-273,8683
0;6;True,True,False,True;-237,4388;-313,9653;-327,7101;-364,0902
0;6;False,False,True,True;-302,9413;-363,1095;-250,3796;-252,5095
0;6;True,False,True,True;-248,5727;-305,6623;-265,8746;-244,9882
0;6;False,True,True,True;-230,7348;-226,5828;-243,5354;-273,8199
0;6;True,True,True,True;-235,4286;-241,8153;-289,8311;-289,2358
0;7;False,False,False,False;-100;-100;-100;-100
0;7;True,False,False,False;0;-100;-100;-100
0;7;False,True,False,False;-100;0;-100;-100
0;7;True,True,False,False;-163,1604;-204,8166;-209,7344;-299,7492
0;7;False,False,True,False;-100;-100;0;-100
0;7;True,False,True,False;0;-100;0;-100
0;7;False,True,True,False;-100;0;0;-100
0;7;True,True,True,False;-261,3446;-193,4928;-276,4274;-381,9276
0;7;False,False,False,True;-100;-100;-100;0
0;7;True,False,False,True;-186,9377;-225,099;-180,3363;-191,4257
0;7;False,True,False,True;-245,2101;-193,4734;-311,0593;-236,6156
0;7;True,True,False,True;-201,5862;-235,0411;-285,1517;-286,9682
0;7;False,False,True,True;-259,5559;-287,2699;-248,5979;-248,2967
0;7;True,False,True,True;-242,4515;-270,7229;-260,7555;-235,826
0;7;False,True,True,True;-212,6321;-225,061;-257,3428;-228,4114
0;7;True,True,True,True;-218,6779;-217,1538;-249,2312;-246,6362
1;0;False,False,False,False;-100;-100;-100;-100
1;0;True,False,False,False;0;-100;-100;-100
1;0;False,True,False,False;-100;0;-100;-100
1;0;True,True,False,False;-278,1226;-158,9643;-188,3787;-337,2643
