RangeDistance;RangeOrientation;CellState;Norte;Este;Sur;Oeste
0;0;False,False,False,False;-100;-100;-100;-100
0;0;True,False,False,False;0;-100;-100;-100
0;0;False,True,False,False;-100;0;-100;-100
0;0;True,True,False,False;-264,6454;-202,4958;-231,5355;-268,0051
0;0;False,False,True,False;-100;-100;0;-100
0;0;True,False,True,False;-207,4457;-240,2666;-110,9785;-114,4
0;0;False,True,True,False;-108;-127,1569;-141,7616;-108
0;0;True,True,True,False;-299,1761;-229,7393;-261,0426;-258,1816
0;0;False,False,False,True;-100;-100;-100;0
0;0;True,False,False,True;-231,3015;-244,9319;-200,9472;-252,1996
0;0;False,True,False,True;-314,0463;-235,2606;-314,4632;-245,016
0;0;True,True,False,True;-197,2876;-262,0746;-214,2113;-308,5172
0;0;False,False,True,True;-190,8506;-319,4791;-214,8025;-242,7967
0;0;True,False,True,True;-223,3021;-244,2154;-210,468;-256,1449
0;0;False,True,True,True;-197,1735;-252,0505;-227,3403;-267,1468
0;0;True,True,True,True;-230,3676;-245,0364;-275,1094;-239,4103
0;1;False,False,False,False;-100;-100;-100;-100
0;1;True,False,False,False;0;-100;-100;-100
0;1;False,True,False,False;-100;0;-100;-100
0;1;True,True,False,False;-61,03171;-38,2473;-132,4;-179,0808
0;1;False,False,True,False;-100;-100;0;-100
0;1;True,False,True,False;0;-100;0;-100
0;1;False,True,True,False;-100;0;0;-100
0;1;True,True,True,False;-297,5958;-151,5184;-311,5462;-331,2692
0;1;False,False,False,True;-100;-100;-100;0
0;1;True,False,False,True;-217,9786;-309,1727;-190;-247,7228
0;1;False,True,False,True;-291,5073;-247,6371;-278,2024;-263,9227
0;1;True,True,False,True;-211,0851;-233,2382;-197,5412;-281,8715
0;1;False,False,True,True;-207,5224;-360,9213;-212,7039;-315,019
0;1;True,False,True,True;-200,5893;-201,1673;-195,5637;-204,9258
0;1;False,True,True,True;-292,2198;-252,1449;-206,4037;-295,2302
0;1;True,True,True,True;-221,2901;-218,9335;-184,7549;-212,0098
0;2;False,False,False,False;-100;-100;-100;-100
0;2;True,False,False,False;0;-100;-100;-100
0;2;False,True,False,False;-100;0;-100;-100
0;2;True,True,False,False;-286,5866;-255,2341;-303,3644;-294,694
0;2;False,False,True,False;-100;-100;0;-100
0;2;True,False,True,False;-292,7146;-326,2313;-275,2869;-189,1699
0;2;False,True,True,False;-100;0;0;-100
0;2;True,True,True,False;-279,2959;-177,1243;-265,9757;-311,0003
0;2;False,False,False,True;-100;-100;-100;0
0;2;True,False,False,True;-280,643;-321,2547;-312,4354;-268,8624
0;2;False,True,False,True;-357,5175;-316,3186;-360,7585;-330,3452
0;2;True,True,False,True;-229,2226;-261,1015;-327,4659;-255,1571
0;2;False,False,True,True;-374,0897;-393,6868;-318,8585;-430,0347
0;2;True,False,True,True;-263,8875;-252,9866;-252,3376;-202,7563
0;2;False,True,True,True;-398,4694;-284,9577;-199,8174;-379,8337
0;2;True,True,True,True;-245,1272;-195,435;-200,1048;-175,0292
0;3;False,False,False,False;-100;-100;-100;-100
0;3;True,False,False,False;0;-100;-100;-100
0;3;False,True,False,False;-100;0;-100;-100
0;3;True,True,False,False;-235,5988;-252,9984;-242,8549;-241,3699
0;3;False,False,True,False;-100;-100;0;-100
0;3;True,False,True,False;-227,3111;-436,072;-235,8524;-188,3787
0;3;False,True,True,False;-100;0;0;-100
0;3;True,True,True,False;-234,0027;-210,4581;-235,7924;-265,1442
0;3;False,False,False,True;-100;-100;-100;0
0;3;True,False,False,True;-375,3064;-426,9481;-508,0142;-274,2215
0;3;False,True,False,True;-388,4857;-340,9769;-383,4625;-356,0086
0;3;True,True,False,True;-210,9884;-275,6028;-332,5273;-265,4532
0;3;False,False,True,True;-397,0079;-417,6651;-346,0802;-400,6715
0;3;True,False,True,True;-287,003;-418,3804;-281,1076;-195,0476
0;3;False,True,True,True;-348,39;-353,2983;-283,6543;-413,0333
0;3;True,True,True,True;-214,5603;-225,7539;-265,6124;-214,2697
0;4;False,False,False,False;-100;-100;-100;-100
0;4;True,False,False,False;0;-100;-100;-100
0;4;False,True,False,False;-100;0;-100;-100
0;4;True,True,False,False;-240,8532;-328,5846;-323,5189;-339,4496
0;4;False,False,True,False;-100;-100;0;-100
0;4;True,False,True,False;-226,3148;-242,961;-173,455;-153,136
0;4;False,True,True,False;-189,9813;-282,7069;-223,4051;-189,988
0;4;True,True,True,False;-220,947;-237,8351;-221,025;-302,5834
0;4;False,False,False,True;-100;-100;-100;0
0;4;True,False,False,True;-397,3204;-490,5684;-374,5062;-402,4756
0;4;False,True,False,True;-386,998;-291,5472;-386,3385;-456,643
0;4;True,True,False,True;-208,263;-355,8532;-373,8849;-420,2659
0;4;False,False,True,True;-433,2084;-473,1504;-401,7571;-297,0253
0;4;True,False,True,True;-408,357;-478,5411;-305,0073;-178,7186
0;4;False,True,True,True;-297,9124;-263,812;-207,2513;-258,9611
0;4;True,True,True,True;-228,8962;-216,3442;-237,9193;-216,2619
0;5;False,False,False,False;-100;-100;-100;-100
0;5;True,False,False,False;0;-100;-100;-100
0;5;False,True,False,False;-100;0;-100;-100
0;5;True,True,False,False;-254,1606;-281,9596;-299,114;-473,4785
0;5;False,False,True,False;-100;-100;0;-100
0;5;True,False,True,False;-230,7477;-300,6912;-240,4339;-189,575
0;5;False,True,True,False;-189,9287;-245,0195;-223,8603;-189,575
0;5;True,True,True,False;-256,6042;-221,3603;-247,8207;-269,5839
0;5;False,False,False,True;-100;-100;-100;0
0;5;True,False,False,True;-424,1536;-387,9597;-309,9777;-426,6564
0;5;False,True,False,True;-466,3339;-246,1248;-437,7622;-296,2376
0;5;True,True,False,True;-242,5458;-300,9044;-371,9641;-374,2303
0;5;False,False,True,True;-417,7627;-367,7289;-367,4514;-279,726
0;5;True,False,True,True;-341,3131;-382,5961;-229,0352;-213,8087
0;5;False,True,True,True;-300,614;-270,7887;-243,0304;-264,6768
0;5;True,True,True,True;-201,9734;-223,5851;-224,9289;-213,4822
0;6;False,False,False,False;-100;-100;-100;-100
0;6;True,False,False,False;0;-100;-100;-100
0;6;False,True,False,False;-100;0;-100;-100
0;6;True,True,False,False;-303,7396;-249,8971;-271,9296;-470,6213
0;6;False,False,True,False;-100;-100;0;-100
0;6;True,False,True,False;-257,1815;-250,7257;-233,1984;-186,8334
0;6;False,True,True,False;-189,9429;-212,156;-336,3741;-189,66
0;6;True,True,True,False;-279,5165;-207,2888;-276,021;-274,8533
0;6;False,False,False,True;-100;-100;-100;0
0;6;True,False,False,True;-220,2729;-328,837;-269,7007;-271,5837
0;6;False,True,False,True;-174,1692;-180,1076;-330,2253;-219,3525
0;6;True,True,False,True;-232,3366;-277,6373;-306,4164;-348,5815
0;6;False,False,True,True;-272,4521;-276,1507;-245,9182;-256,2769
0;6;True,False,True,True;-240,7432;-279,7797;-243,0625;-237,7401
0;6;False,True,True,True;-359,586;-258,7216;-247,8574;-271,9459
0;6;True,True,True,True;-248,3975;-198,828;-280,4612;-201,8618
0;7;False,False,False,False;-100;-100;-100;-100
0;7;True,False,False,False;0;-100;-100;-100
0;7;False,True,False,False;-100;0;-100;-100
0;7;True,True,False,False;-163,1604;-180,4522;-214,668;-193,2701
0;7;False,False,True,False;-100;-100;0;-100
0;7;True,False,True,False;0;-100;0;-100
0;7;False,True,True,False;-100;0;0;-100
0;7;True,True,True,False;-286,4127;-190,7034;-281,4797;-393,6872
0;7;False,False,False,True;-100;-100;-100;0
0;7;True,False,False,True;-186,9377;-182,492;-160,5088;-178,6211
0;7;False,True,False,True;-231,5033;-188,8885;-292,4525;-234,2335
0;7;True,True,False,True;-136,9269;-231,6769;-291,1801;-234,5804
0;7;False,False,True,True;-229,5396;-311,5731;-226,6468;-226,2635
0;7;True,False,True,True;-225,965;-211,0064;-228,4263;-208,8103
0;7;False,True,True,True;-294,3081;-230,123;-214,5877;-239,1598
0;7;True,True,True,True;-224,2063;-199,9884;-222,2594;-203,9223
1;0;False,False,False,False;-100;-100;-100;-100
1;0;True,False,False,False;0;-100;-100;-100
1;0;False,True,False,False;-100;0;-100;-100
1;0;True,True,False,False;-271,9234;-162,3414;-185,0522;-331,5946
